ForecastID,Confirmed,Deaths
0,127306.0,2200.0
1,5335.0,38.0
2,202239.0,5060.0
3,61894.0,811.0
4,718279.0,13131.0
5,57689.0,1949.0
6,52972.0,4465.0
7,17514.0,606.0
8,625320.0,11289.0
9,272244.0,5703.0
10,8757.0,73.0
11,32374.0,367.0
12,238640.0,8253.0
13,95099.0,3307.0
14,65826.0,1130.0
15,43143.0,454.0
16,48993.0,942.0
17,148873.0,4976.0
18,4554.0,132.0
19,108711.0,3762.0
20,128884.0,9076.0
21,113756.0,6766.0
22,76649.0,1874.0
23,83634.0,2499.0
24,86868.0,1559.0
25,7533.0,105.0
26,34534.0,399.0
27,69574.0,1320.0
28,7296.0,433.0
29,192279.0,15946.0
30,25468.0,783.0
31,435388.0,32964.0
32,168761.0,2723.0
33,11963.0,144.0
34,124063.0,4159.0
35,59383.0,801.0
36,26941.0,464.0
37,139446.0,7673.0
38,22041.0,1050.0
39,119884.0,2747.0
40,13806.0,167.0
41,156450.0,1780.0
42,638280.0,12874.0
43,52496.0,409.0
44,1632.0,58.0
45,121569.0,2593.0
46,75106.0,1922.0
47,10365.0,220.0
48,76339.0,1127.0
49,3887.0,37.0
50,128555.0,2217.0
51,5407.0,38.0
52,202643.0,5089.0
53,62565.0,825.0
54,724082.0,13239.0
55,57974.0,1953.0
56,53064.0,4466.0
57,17599.0,606.0
58,627168.0,11389.0
59,274016.0,5774.0
60,9042.0,76.0
61,32668.0,374.0
62,240556.0,8271.0
63,96002.0,3318.0
64,66512.0,1140.0
65,43688.0,456.0
66,49590.0,951.0
67,149552.0,5001.0
68,4579.0,133.0
69,109173.0,3770.0
70,129236.0,9093.0
71,114487.0,6779.0
72,77434.0,1882.0
73,84318.0,2525.0
74,88102.0,1572.0
75,7646.0,107.0
76,34782.0,402.0
77,69920.0,1334.0
78,7317.0,433.0
79,192599.0,15946.0
80,25584.0,788.0
81,436020.0,32972.0
82,170214.0,2743.0
83,12110.0,145.0
84,124970.0,4179.0
85,60033.0,803.0
86,27169.0,469.0
87,140097.0,7687.0
88,22133.0,1052.0
89,120777.0,2775.0
90,14103.0,167.0
91,157966.0,1806.0
92,643821.0,12971.0
93,52884.0,411.0
94,1640.0,58.0
95,122564.0,2606.0
96,75576.0,1929.0
97,10481.0,224.0
98,77074.0,1133.0
99,3923.0,38.0
100,129803.0,2235.0
101,5479.0,39.0
102,203047.0,5118.0
103,63235.0,839.0
104,729886.0,13347.0
105,58259.0,1957.0
106,53157.0,4466.0
107,17684.0,607.0
108,629017.0,11487.0
109,275789.0,5845.0
110,9327.0,78.0
111,32961.0,380.0
112,242473.0,8290.0
113,96905.0,3328.0
114,67199.0,1151.0
115,44232.0,459.0
116,50186.0,960.0
117,150232.0,5025.0
118,4603.0,133.0
119,109635.0,3777.0
120,129587.0,9109.0
121,115217.0,6792.0
122,78219.0,1889.0
123,85002.0,2551.0
124,89335.0,1584.0
125,7758.0,108.0
126,35029.0,404.0
127,70266.0,1348.0
128,7338.0,434.0
129,192918.0,15947.0
130,25700.0,792.0
131,436653.0,32979.0
132,171666.0,2764.0
133,12256.0,146.0
134,125878.0,4198.0
135,60683.0,804.0
136,27397.0,474.0
137,140748.0,7702.0
138,22224.0,1054.0
139,121669.0,2801.0
140,14400.0,167.0
141,159483.0,1833.0
142,649362.0,13069.0
143,53273.0,414.0
144,1648.0,58.0
145,123558.0,2620.0
146,76047.0,1936.0
147,10598.0,229.0
148,77810.0,1138.0
149,3960.0,38.0
150,131051.0,2252.0
151,5551.0,40.0
152,203451.0,5146.0
153,63906.0,854.0
154,735689.0,13453.0
155,58544.0,1961.0
156,53249.0,4467.0
157,17769.0,608.0
158,630865.0,11582.0
159,277561.0,5917.0
160,9612.0,81.0
161,33255.0,387.0
162,244389.0,8308.0
163,97809.0,3339.0
164,67885.0,1161.0
165,44777.0,461.0
166,50783.0,969.0
167,150912.0,5049.0
168,4628.0,133.0
169,110097.0,3784.0
170,129938.0,9126.0
171,115948.0,6805.0
172,79004.0,1897.0
173,85686.0,2578.0
174,90568.0,1597.0
175,7871.0,110.0
176,35277.0,407.0
177,70613.0,1363.0
178,7359.0,434.0
179,193237.0,15947.0
180,25816.0,796.0
181,437285.0,32986.0
182,173119.0,2784.0
183,12403.0,147.0
184,126786.0,4218.0
185,61333.0,805.0
186,27626.0,480.0
187,141400.0,7716.0
188,22316.0,1056.0
189,122561.0,2828.0
190,14697.0,167.0
191,161000.0,1859.0
192,654903.0,13169.0
193,53661.0,416.0
194,1655.0,58.0
195,124552.0,2633.0
196,76518.0,1942.0
197,10714.0,233.0
198,78546.0,1143.0
199,3996.0,38.0
200,132299.0,2270.0
201,5623.0,41.0
202,203855.0,5173.0
203,64576.0,868.0
204,741493.0,13558.0
205,58830.0,1965.0
206,53342.0,4467.0
207,17854.0,609.0
208,632714.0,11675.0
209,279334.0,5989.0
210,9896.0,84.0
211,33548.0,393.0
212,246305.0,8326.0
213,98712.0,3350.0
214,68572.0,1172.0
215,45321.0,464.0
216,51380.0,978.0
217,151592.0,5073.0
218,4653.0,134.0
219,110559.0,3791.0
220,130290.0,9143.0
221,116679.0,6819.0
222,79789.0,1905.0
223,86371.0,2604.0
224,91801.0,1610.0
225,7983.0,111.0
226,35524.0,409.0
227,70959.0,1377.0
228,7380.0,435.0
229,193556.0,15947.0
230,25932.0,801.0
231,437917.0,32993.0
232,174571.0,2804.0
233,12550.0,149.0
234,127694.0,4237.0
235,61983.0,807.0
236,27854.0,485.0
237,142051.0,7730.0
238,22408.0,1058.0
239,123454.0,2854.0
240,14994.0,167.0
241,162517.0,1886.0
242,660444.0,13271.0
243,54050.0,418.0
244,1663.0,58.0
245,125546.0,2646.0
246,76988.0,1948.0
247,10830.0,238.0
248,79281.0,1148.0
249,4033.0,39.0
250,133548.0,2287.0
251,5695.0,41.0
252,204259.0,5200.0
253,65247.0,883.0
254,747297.0,13663.0
255,59115.0,1970.0
256,53435.0,4467.0
257,17939.0,609.0
258,634562.0,11765.0
259,281107.0,6062.0
260,10181.0,88.0
261,33842.0,400.0
262,248221.0,8345.0
263,99615.0,3360.0
264,69259.0,1182.0
265,45866.0,467.0
266,51977.0,988.0
267,152271.0,5096.0
268,4678.0,134.0
269,111021.0,3798.0
270,130641.0,9160.0
271,117410.0,6833.0
272,80574.0,1913.0
273,87055.0,2630.0
274,93035.0,1623.0
275,8095.0,113.0
276,35772.0,411.0
277,71305.0,1391.0
278,7401.0,435.0
279,193876.0,15946.0
280,26048.0,805.0
281,438549.0,32999.0
282,176024.0,2823.0
283,12697.0,150.0
284,128601.0,4257.0
285,62633.0,808.0
286,28082.0,490.0
287,142702.0,7744.0
288,22500.0,1060.0
289,124346.0,2880.0
290,15291.0,167.0
291,164033.0,1913.0
292,665985.0,13375.0
293,54438.0,420.0
294,1671.0,58.0
295,126541.0,2660.0
296,77459.0,1954.0
297,10946.0,243.0
298,80017.0,1153.0
299,4069.0,39.0
300,134796.0,2304.0
301,5767.0,42.0
302,204663.0,5225.0
303,65917.0,898.0
304,753100.0,13767.0
305,59400.0,1974.0
306,53527.0,4467.0
307,18024.0,610.0
308,636411.0,11853.0
309,282879.0,6136.0
310,10466.0,91.0
311,34135.0,407.0
312,250137.0,8363.0
313,100518.0,3371.0
314,69945.0,1193.0
315,46410.0,469.0
316,52574.0,998.0
317,152951.0,5118.0
318,4702.0,134.0
319,111483.0,3805.0
320,130992.0,9177.0
321,118141.0,6846.0
322,81360.0,1921.0
323,87739.0,2656.0
324,94268.0,1636.0
325,8208.0,114.0
326,36019.0,414.0
327,71651.0,1405.0
328,7422.0,436.0
329,194195.0,15946.0
330,26164.0,810.0
331,439181.0,33006.0
332,177476.0,2843.0
333,12844.0,151.0
334,129509.0,4276.0
335,63283.0,809.0
336,28310.0,495.0
337,143353.0,7758.0
338,22591.0,1062.0
339,125239.0,2905.0
340,15588.0,167.0
341,165550.0,1940.0
342,671526.0,13481.0
343,54827.0,421.0
344,1679.0,58.0
345,127535.0,2673.0
346,77930.0,1960.0
347,11063.0,248.0
348,80753.0,1158.0
349,4106.0,39.0
350,136044.0,2321.0
351,5840.0,43.0
352,205067.0,5250.0
353,66587.0,913.0
354,758904.0,13869.0
355,59685.0,1978.0
356,53620.0,4467.0
357,18109.0,611.0
358,638259.0,11938.0
359,284652.0,6210.0
360,10751.0,94.0
361,34428.0,413.0
362,252053.0,8381.0
363,101421.0,3382.0
364,70632.0,1204.0
365,46954.0,471.0
366,53171.0,1007.0
367,153631.0,5140.0
368,4727.0,135.0
369,111945.0,3811.0
370,131344.0,9194.0
371,118872.0,6860.0
372,82145.0,1929.0
373,88423.0,2683.0
374,95501.0,1650.0
375,8320.0,116.0
376,36267.0,416.0
377,71997.0,1419.0
378,7443.0,436.0
379,194514.0,15945.0
380,26280.0,814.0
381,439813.0,33013.0
382,178929.0,2862.0
383,12990.0,152.0
384,130417.0,4295.0
385,63933.0,811.0
386,28538.0,501.0
387,144004.0,7772.0
388,22683.0,1064.0
389,126131.0,2930.0
390,15885.0,167.0
391,167067.0,1967.0
392,677067.0,13588.0
393,55215.0,423.0
394,1687.0,58.0
395,128529.0,2687.0
396,78400.0,1966.0
397,11179.0,253.0
398,81489.0,1163.0
399,4142.0,39.0
400,137293.0,2338.0
401,5912.0,44.0
402,205471.0,5274.0
403,67258.0,928.0
404,764707.0,13971.0
405,59970.0,1982.0
406,53712.0,4468.0
407,18194.0,611.0
408,640108.0,12021.0
409,286424.0,6284.0
410,11036.0,98.0
411,34722.0,420.0
412,253970.0,8399.0
413,102324.0,3392.0
414,71318.0,1215.0
415,47499.0,474.0
416,53767.0,1017.0
417,154311.0,5162.0
418,4752.0,135.0
419,112408.0,3818.0
420,131695.0,9212.0
421,119602.0,6875.0
422,82930.0,1937.0
423,89107.0,2709.0
424,96734.0,1664.0
425,8432.0,117.0
426,36514.0,419.0
427,72343.0,1432.0
428,7463.0,437.0
429,194833.0,15945.0
430,26397.0,818.0
431,440446.0,33019.0
432,180381.0,2881.0
433,13137.0,153.0
434,131324.0,4314.0
435,64583.0,812.0
436,28766.0,506.0
437,144655.0,7786.0
438,22775.0,1067.0
439,127023.0,2955.0
440,16182.0,167.0
441,168583.0,1994.0
442,682608.0,13697.0
443,55604.0,425.0
444,1695.0,57.0
445,129524.0,2701.0
446,78871.0,1971.0
447,11295.0,258.0
448,82224.0,1168.0
449,4179.0,40.0
450,138541.0,2355.0
451,5984.0,45.0
452,205875.0,5297.0
453,67928.0,944.0
454,770511.0,14072.0
455,60255.0,1987.0
456,53805.0,4468.0
457,18279.0,612.0
458,641956.0,12102.0
459,288197.0,6359.0
460,11321.0,101.0
461,35015.0,427.0
462,255886.0,8418.0
463,103227.0,3403.0
464,72005.0,1226.0
465,48043.0,476.0
466,54364.0,1027.0
467,154990.0,5183.0
468,4777.0,135.0
469,112870.0,3825.0
470,132046.0,9229.0
471,120333.0,6889.0
472,83715.0,1945.0
473,89791.0,2735.0
474,97968.0,1678.0
475,8545.0,118.0
476,36762.0,421.0
477,72689.0,1446.0
478,7484.0,437.0
479,195153.0,15944.0
480,26513.0,823.0
481,441078.0,33026.0
482,181833.0,2899.0
483,13284.0,154.0
484,132232.0,4333.0
485,65233.0,813.0
486,28994.0,511.0
487,145307.0,7799.0
488,22867.0,1069.0
489,127916.0,2979.0
490,16479.0,166.0
491,170100.0,2022.0
492,688149.0,13808.0
493,55993.0,427.0
494,1703.0,57.0
495,130518.0,2714.0
496,79342.0,1976.0
497,11411.0,263.0
498,82960.0,1173.0
499,4216.0,40.0
500,139789.0,2372.0
501,6056.0,45.0
502,206279.0,5319.0
503,68599.0,959.0
504,776315.0,14172.0
505,60540.0,1991.0
506,53897.0,4468.0
507,18364.0,613.0
508,643805.0,12180.0
509,289970.0,6435.0
510,11606.0,105.0
511,35309.0,434.0
512,257802.0,8436.0
513,104131.0,3413.0
514,72692.0,1238.0
515,48588.0,479.0
516,54961.0,1038.0
517,155670.0,5203.0
518,4801.0,136.0
519,113332.0,3831.0
520,132398.0,9246.0
521,121064.0,6904.0
522,84500.0,1953.0
523,90475.0,2762.0
524,99201.0,1692.0
525,8657.0,120.0
526,37009.0,424.0
527,73036.0,1459.0
528,7505.0,438.0
529,195472.0,15943.0
530,26629.0,827.0
531,441710.0,33032.0
532,183286.0,2918.0
533,13431.0,155.0
534,133140.0,4352.0
535,65883.0,814.0
536,29223.0,517.0
537,145958.0,7813.0
538,22958.0,1071.0
539,128808.0,3003.0
540,16777.0,166.0
541,171617.0,2049.0
542,693690.0,13921.0
543,56381.0,428.0
544,1711.0,57.0
545,131512.0,2728.0
546,79813.0,1981.0
547,11528.0,269.0
548,83696.0,1178.0
549,4252.0,40.0
550,141038.0,2389.0
551,6128.0,46.0
552,206684.0,5340.0
553,69269.0,975.0
554,782118.0,14271.0
555,60825.0,1996.0
556,53990.0,4468.0
557,18449.0,614.0
558,645653.0,12256.0
559,291742.0,6511.0
560,11891.0,108.0
561,35602.0,441.0
562,259718.0,8454.0
563,105034.0,3424.0
564,73378.0,1249.0
565,49132.0,481.0
566,55558.0,1048.0
567,156350.0,5223.0
568,4826.0,136.0
569,113794.0,3838.0
570,132749.0,9264.0
571,121795.0,6918.0
572,85285.0,1961.0
573,91159.0,2788.0
574,100434.0,1707.0
575,8770.0,121.0
576,37257.0,427.0
577,73382.0,1473.0
578,7526.0,439.0
579,195791.0,15941.0
580,26745.0,832.0
581,442342.0,33038.0
582,184738.0,2936.0
583,13578.0,156.0
584,134047.0,4371.0
585,66533.0,816.0
586,29451.0,522.0
587,146609.0,7827.0
588,23050.0,1073.0
589,129700.0,3027.0
590,17074.0,166.0
591,173133.0,2077.0
592,699231.0,14035.0
593,56770.0,430.0
594,1718.0,57.0
595,132506.0,2742.0
596,80283.0,1986.0
597,11644.0,274.0
598,84431.0,1183.0
599,4289.0,41.0
600,142286.0,2405.0
601,6200.0,47.0
602,207088.0,5360.0
603,69940.0,991.0
604,787922.0,14369.0
605,61111.0,2000.0
606,54083.0,4468.0
607,18534.0,614.0
608,647502.0,12329.0
609,293515.0,6588.0
610,12175.0,112.0
611,35896.0,448.0
612,261634.0,8472.0
613,105937.0,3435.0
614,74065.0,1260.0
615,49677.0,483.0
616,56155.0,1058.0
617,157030.0,5242.0
618,4851.0,136.0
619,114256.0,3844.0
620,133100.0,9282.0
621,122526.0,6933.0
622,86070.0,1969.0
623,91843.0,2814.0
624,101667.0,1721.0
625,8882.0,123.0
626,37504.0,429.0
627,73728.0,1486.0
628,7547.0,439.0
629,196111.0,15940.0
630,26861.0,836.0
631,442974.0,33044.0
632,186191.0,2954.0
633,13724.0,157.0
634,134955.0,4390.0
635,67183.0,817.0
636,29679.0,528.0
637,147260.0,7840.0
638,23142.0,1076.0
639,130593.0,3050.0
640,17371.0,166.0
641,174650.0,2105.0
642,704772.0,14152.0
643,57158.0,431.0
644,1726.0,57.0
645,133501.0,2756.0
646,80754.0,1990.0
647,11760.0,279.0
648,85167.0,1188.0
649,4325.0,41.0
650,143534.0,2422.0
651,6272.0,48.0
